Sector,Sub Sector,Org Name,Item Name,2019,2020,2021,2022,2023
Local Banks,Private Sector Banks,ASKARI BANK LTD.,4. Investments,"305,435,633.00","449,687,240.00","616,361,158.00","762,531,019.00","762,531,019.00"
Local Banks,Private Sector Banks,ASKARI BANK LTD.,5. Gross advances,"398,548,811.00","421,819,890.00","507,816,453.00","614,934,045.00","614,934,045.00"
Local Banks,Private Sector Banks,ASKARI BANK LTD.,6. Advances-non-performing/classified,"28,133,973.00","28,410,810.00","31,165,327.00","31,146,782.00","31,146,782.00"
Local Banks,Private Sector Banks,ASKARI BANK LTD.,7. Provision against advances,"25,634,948.00","26,446,050.00","30,228,216.00","31,123,114.00","31,123,114.00"
Local Banks,Private Sector Banks,ASKARI BANK LTD.,8. Advances net of provision (C5-C7),"372,913,863.00","395,373,840.00","477,588,237.00","583,810,931.00","583,810,931.00"
Local Banks,Private Sector Banks,ASKARI BANK LTD.,9. Fixed assets,"19,696,568.00","21,213,709.00","20,166,875.00","24,484,412.00","24,484,412.00"
Local Banks,Private Sector Banks,ASKARI BANK LTD.,10. Other/misc. assets,"43,829,978.00","44,870,940.00","52,140,765.00","74,273,248.00","74,273,248.00"
Local Banks,Private Sector Banks,ASKARI BANK LTD.,D. Profit & loss account,,,,,
Local Banks,Private Sector Banks,ASKARI BANK LTD.,1. Markup/interest earned,"71,704,373.00","79,105,095.00","77,549,921.00","165,795,743.00","165,795,743.00"
Local Banks,Private Sector Banks,ASKARI BANK LTD.,2. Markup/interest expenses,"49,568,569.00","48,842,285.00","45,140,200.00","125,834,190.00","125,834,190.00"
Local Banks,Private Sector Banks,ASKARI BANK LTD.,3. Net markup/interest income,"22,135,804.00","30,262,810.00","32,409,721.00","39,961,553.00","39,961,553.00"
Local Banks,Private Sector Banks,ASKARI BANK LTD.,4. Provisions and write-offs,"773,275.00","1,974,747.00","4,939,950.00","1,042,136.00","1,042,136.00"
Local Banks,Private Sector Banks,ASKARI BANK LTD.,5. Net markup/interest income after provisions,"21,362,529.00","28,288,063.00","27,469,771.00","38,919,417.00","38,919,417.00"
Local Banks,Private Sector Banks,ASKARI BANK LTD.,6. Non-markup/interest income,"7,404,193.00","9,693,808.00","9,369,650.00","11,620,005.00","11,620,005.00"
Local Banks,Private Sector Banks,ASKARI BANK LTD.,7. Non-markup/interest expenses,"18,377,451.00","20,214,626.00","21,194,148.00","23,079,969.00","23,079,969.00"
Local Banks,Private Sector Banks,ASKARI BANK LTD.,8. Administrative expenses,"18,235,387.00","20,123,495.00","20,890,525.00","22,572,388.00","22,572,388.00"
Local Banks,Private Sector Banks,ASKARI BANK LTD.,9. Profit/(loss) before taxation,"10,389,271.00","17,767,245.00","15,645,273.00","27,459,453.00","27,459,453.00"
Local Banks,Private Sector Banks,ASKARI BANK LTD.,10. Profit/(loss) after taxation,"7,017,022.00","10,800,375.00","9,701,386.00","14,061,595.00","14,061,595.00"
Local Banks,Private Sector Banks,ASKARI BANK LTD.,E. Other items,,,,,
Local Banks,Private Sector Banks,ASKARI BANK LTD.,1. No. of ordinary shares (000),"1,260,260.00","1,260,260.00","1,260,260.00","1,260,260.00","1,260,260.00"
Local Banks,Private Sector Banks,ASKARI BANK LTD.,2. Cash dividend,15,30, -   , -   ,25
Local Banks,Private Sector Banks,ASKARI BANK LTD.,3. Stock dividend/bonus shares, -   , -   , -   , -   , -
Local Banks,Private Sector Banks,ASKARI BANK LTD.,4. Cash generated from operating activities,"69,138,318.00","147,232,773.00","192,333,784.00","141,516,437.00","141,516,437.00"
Local Banks,Private Sector Banks,ASKARI BANK LTD.,5. Commitments and contingencies,,, -   , -   ,
Local Banks,Private Sector Banks,ASKARI BANK LTD.,F. Efficiency ratios/profitability ratios,,,,,
Local Banks,Private Sector Banks,ASKARI BANK LTD.,1. Spread Ratio (D3/D1),30.87,38.26,41.79,24.1,24.1
Local Banks,Private Sector Banks,ASKARI BANK LTD.,2. Net markup/interest margin (D1-D2)/C,2.66,3.05,2.57,2.62,2.62
Local Banks,Private Sector Banks,ASKARI BANK LTD.,3. Return on equity (ROE) (D10/A),18.49,23.02,17.99,20.27,20.27
Local Banks,Private Sector Banks,ASKARI BANK LTD.,4. Return on assets (ROA) (D10/C),0.84,1.09,0.77,0.92,0.92
Local Banks,Private Sector Banks,ASKARI BANK LTD.,5. Non-markup/interest income to total assets (D6/C),0.89,0.98,0.74,0.76,0.76
Local Banks,Private Sector Banks,ASKARI BANK LTD.,6. Net markup/interest income (after prov.) to total assets (D5/C),2.56,2.85,2.18,2.55,2.55
Local Banks,Private Sector Banks,ASKARI BANK LTD.,7. Markup/interest expense to markup/interest income (D2/D1),69.13,61.74,58.21,75.9,75.9
Local Banks,Private Sector Banks,ASKARI BANK LTD.,8. Admin. expense to profit before tax. (D8/D9) (times),1.76,1.13,1.34,0.82,0.82
Local Banks,Private Sector Banks,ASKARI BANK LTD.,9. Non-markup/interest expense to total income D7/(D1+D6),23.23,22.76,24.38,13.01,13.01
Local Banks,Private Sector Banks,ASKARI BANK LTD.,10. Admin. expense to non-markup/interest income (D8/D6) (times),2.46,2.08,2.23,1.94,1.94
Local Banks,Private Sector Banks,ASKARI BANK LTD.,11. Earning per share (D10/E1),5.57,8.57,7.7,11.16,11.16
Local Banks,Private Sector Banks,ASKARI BANK LTD.,G. Liquidity ratios,,,,,
Local Banks,Private Sector Banks,ASKARI BANK LTD.,1. Cash & cash equivalent to total assets (C1+C2)/C,8.51,8.2,7.38,5.28,5.28
Local Banks,Private Sector Banks,ASKARI BANK LTD.,2. Investment to total assets (C4/C),36.66,45.31,48.95,49.96,49.96
Local Banks,Private Sector Banks,ASKARI BANK LTD.,3. Advances net of provisions to total assets (C8/C),44.76,39.84,37.93,38.25,38.25
Local Banks,Private Sector Banks,ASKARI BANK LTD.,4. Deposits to total assets (B3/C),81.53,79.72,80.64,74.87,74.87
Local Banks,Private Sector Banks,ASKARI BANK LTD.,5. Total liabilities to total assets (B/C),94.93,94.5,95.56,95.2,95.2
Local Banks,Private Sector Banks,ASKARI BANK LTD.,6. Gross advances to deposits (C5/B3),58.67,53.31,50.01,53.82,53.82
Local Banks,Private Sector Banks,ASKARI BANK LTD.,7. Gross advances to borrowing & deposits C5/(B2+B3),54.56,48.19,44.58,44.69,44.69
Local Banks,Private Sector Banks,ASKARI BANK LTD.,H. Assets quality ratios,,,,,
Local Banks,Private Sector Banks,ASKARI BANK LTD.,1. Non-performing loans to gross advances (C6/C5),7.06,6.74,6.14,5.07,5.07
Local Banks,Private Sector Banks,ASKARI BANK LTD.,2. Provisions against NPLs to gross advances (C7/C5),6.43,6.27,5.95,5.06,5.06
Local Banks,Private Sector Banks,ASKARI BANK LTD.,3. NPLs to total equity (C6/A),74.12,60.57,57.78,44.9,44.9
Local Banks,Private Sector Banks,ASKARI BANK LTD.,4. NPLs write off to NPLs provisions (D4/C7),3.02,7.47,16.34,3.35,3.35
Local Banks,Private Sector Banks,ASKARI BANK LTD.,5. Provision against NPL to NPLs (C7/C6),91.12,93.08,96.99,99.92,99.92
Local Banks,Private Sector Banks,ASKARI BANK LTD.,I. Capital/leverage ratios,,,,,
Local Banks,Private Sector Banks,ASKARI BANK LTD.,1. Capital ratio (A/C),4.56,4.73,4.28,4.55,4.55
Local Banks,Private Sector Banks,ASKARI BANK LTD.,2. Commitments & contingencies to total equity (E5/A) (times), -   , -   , -   , -   ,
Local Banks,Private Sector Banks,ASKARI BANK LTD.,3. Break up value per share (A/E1),30.12,37.22,42.8,55.04,55.04
Local Banks,Private Sector Banks,ASKARI BANK LTD.,4. Total deposit to total equity (B3/A) (times),17.9,16.87,18.83,16.47,16.47
Local Banks,Private Sector Banks,ASKARI BANK LTD.,J. Cash flow ratio,,,,,
Local Banks,Private Sector Banks,ASKARI BANK LTD.,1. Cash generated from operating activities to profit after tax (E4/D10) (times),9.85,13.63,19.83,10.06,10.06
Local Banks,Private Sector Banks,JS BANK LTD.,A. Total equity (A1 to A3),"16,696,555.00","18,258,085.00","19,556,925.00","13,701,464.00","38,362,200.00"
Local Banks,Private Sector Banks,JS BANK LTD.,1. Share capital,"10,119,242.00","10,119,242.00","10,119,242.00","10,119,242.00","20,506,625.00"
Local Banks,Private Sector Banks,JS BANK LTD.,2. Reserves,"1,749,673.00","1,991,170.00","2,331,070.00","2,787,201.00","6,563,243.00"
Local Banks,Private Sector Banks,JS BANK LTD.,3. Un appropriated profit,"4,827,640.00","6,147,673.00","7,106,613.00","795,021.00","11,292,332.00"
Local Banks,Private Sector Banks,JS BANK LTD.,4. Others,"636,700.00","2,334,123.00","2,467,158.00","7,845,155.00","1,959,868.00"
Local Banks,Private Sector Banks,JS BANK LTD.,B. Total liabilities (B1 to B4),"453,093,710.00","511,576,194.00","562,264,771.00","595,168,874.00","549,110,390.00"
Local Banks,Private Sector Banks,JS BANK LTD.,1. Bills payable,"3,804,491.00","4,981,983.00","7,038,886.00","5,402,945.00","5,668,721.00"
Local Banks,Private Sector Banks,JS BANK LTD.,2. Borrowings from financial institutions,"54,468,283.00","48,303,412.00","70,474,310.00","97,808,216.00","27,222,479.00"
Local Banks,Private Sector Banks,JS BANK LTD.,3. Deposits and other accounts,"369,789,964.00","433,062,593.00","460,705,014.00","464,131,920.00","486,282,778.00"
Local Banks,Private Sector Banks,JS BANK LTD.,4. Other/misc. liabilities,"25,030,972.00","25,228,206.00","24,046,561.00","27,825,793.00","29,936,412.00"
Local Banks,Private Sector Banks,JS BANK LTD.,C. Total assets (C1 to C4 + C8 to C10),"470,426,965.00","532,168,402.00","584,288,854.00","616,715,493.00","589,432,458.00"
Local Banks,Private Sector Banks,JS BANK LTD.,1. Cash and balances with treasury banks,"25,589,349.00","30,421,231.00","34,266,856.00","24,764,967.00","40,895,031.00"
Local Banks,Private Sector Banks,JS BANK LTD.,2. Balances with other banks,"462,836.00","1,105,969.00","1,185,786.00","1,800,436.00","3,727,490.00"
Local Banks,Private Sector Banks,JS BANK LTD.,3. Lending to financial institutions,"30,320,540.00","23,239,672.00","31,939,044.00","11,351,162.00", -
Local Banks,Private Sector Banks,JS BANK LTD.,4. Investments,"142,568,470.00","201,698,473.00","231,266,277.00","303,464,863.00","287,478,855.00"
Local Banks,Private Sector Banks,JS BANK LTD.,5. Gross advances,"246,453,136.00","254,402,329.00","260,866,747.00","238,524,670.00","213,786,786.00"
Local Banks,Private Sector Banks,JS BANK LTD.,6. Advances-non-performing/classified,"10,353,164.00","11,733,555.00","13,926,269.00","16,311,887.00","16,184,450.00"
Local Banks,Private Sector Banks,JS BANK LTD.,7. Provision against advances,"3,508,627.00","4,203,163.00","6,682,809.00","7,422,854.00","10,059,886.00"
Local Banks,Private Sector Banks,JS BANK LTD.,8. Advances net of provision (C5-C7),"242,944,509.00","250,199,166.00","254,183,938.00","231,101,816.00","203,726,900.00"
Local Banks,Private Sector Banks,JS BANK LTD.,9. Fixed assets,"9,692,701.00","7,599,538.00","10,167,038.00","10,004,318.00","10,766,680.00"
Local Banks,Private Sector Banks,JS BANK LTD.,10. Other/misc. assets,"18,848,560.00","17,904,353.00","21,279,915.00","34,227,931.00","42,837,502.00"
Local Banks,Private Sector Banks,JS BANK LTD.,D. Profit & loss account,,,,,
Local Banks,Private Sector Banks,JS BANK LTD.,1. Markup/interest earned,"41,594,699.00","43,098,990.00","39,125,436.00","72,047,205.00","92,087,212.00"
Local Banks,Private Sector Banks,JS BANK LTD.,2. Markup/interest expenses,"34,566,342.00","33,321,699.00","27,230,687.00","57,191,203.00","69,678,174.00"
Local Banks,Private Sector Banks,JS BANK LTD.,3. Net markup/interest income,"7,028,357.00","9,777,291.00","11,894,749.00","14,856,002.00","22,409,038.00"
Local Banks,Private Sector Banks,JS BANK LTD.,4. Provisions and write-offs,"-91,930.00","1,279,608.00","1,995,125.00","1,098,788.00","2,807,293.00"
Local Banks,Private Sector Banks,JS BANK LTD.,5. Net markup/interest income after provisions,"7,120,287.00","8,497,683.00","9,899,624.00","13,757,214.00","19,601,745.00"
Local Banks,Private Sector Banks,JS BANK LTD.,6. Non-markup/interest income,"3,943,204.00","6,676,357.00","5,076,675.00","5,300,032.00","12,204,572.00"
Local Banks,Private Sector Banks,JS BANK LTD.,7. Non-markup/interest expenses,"10,930,416.00","13,151,099.00","12,767,374.00","16,926,006.00","23,291,143.00"
Local Banks,Private Sector Banks,JS BANK LTD.,8. Administrative expenses,"10,791,708.00","13,019,000.00","12,722,702.00","16,748,968.00","23,041,555.00"
Local Banks,Private Sector Banks,JS BANK LTD.,9. Profit/(loss) before taxation,"133,075.00","2,022,941.00","2,208,925.00","2,131,240.00","8,515,174.00"
Local Banks,Private Sector Banks,JS BANK LTD.,10. Profit/(loss) after taxation,"24,653.00","1,150,060.00","1,304,392.00","964,778.00","4,334,918.00"
Local Banks,Private Sector Banks,JS BANK LTD.,E. Other items,,,,,
Local Banks,Private Sector Banks,JS BANK LTD.,1. No. of ordinary shares (000),"1,011,924.00","1,011,924.00","1,011,924.00","1,011,924.00","2,050,662.00"
Local Banks,Private Sector Banks,JS BANK LTD.,2. Cash dividend, -   , -   , -   , -   , -   
Local Banks,Private Sector Banks,JS BANK LTD.,3. Stock dividend/bonus shares, -   , -   , -   , -   , -   
Local Banks,Private Sector Banks,JS BANK LTD.,4. Cash generated from operating activities,"-28,904,883.00","95,087,932.00","60,671,085.00","69,948,143.00","-10,617,675.00"
Local Banks,Private Sector Banks,JS BANK LTD.,5. Commitments and contingencies,,, -   , -   ,
Local Banks,Private Sector Banks,JS BANK LTD.,F. Efficiency ratios/profitability ratios,,,,,
Local Banks,Private Sector Banks,JS BANK LTD.,1. Spread Ratio (D3/D1),16.9,22.69,30.4,20.62,24.33
Local Banks,Private Sector Banks,JS BANK LTD.,2. Net markup/interest margin (D1-D2)/C,1.49,1.84,2.04,2.41,3.8
Local Banks,Private Sector Banks,JS BANK LTD.,3. Return on equity (ROE) (D10/A),0.15,6.3,6.67,7.04,11.3
Local Banks,Private Sector Banks,JS BANK LTD.,4. Return on assets (ROA) (D10/C),0.01,0.22,0.22,0.16,0.74
Local Banks,Private Sector Banks,JS BANK LTD.,5. Non-markup/interest income to total assets (D6/C),0.84,1.25,0.87,0.86,2.07
Local Banks,Private Sector Banks,JS BANK LTD.,6. Net markup/interest income (after prov.) to total assets (D5/C),1.51,1.6,1.69,2.23,3.33
Local Banks,Private Sector Banks,JS BANK LTD.,7. Markup/interest expense to markup/interest income (D2/D1),83.1,77.31,69.6,79.38,75.67
Local Banks,Private Sector Banks,JS BANK LTD.,8. Admin. expense to profit before tax. (D8/D9) (times),81.09,6.44,5.76,7.86,2.71
Local Banks,Private Sector Banks,JS BANK LTD.,9. Non-markup/interest expense to total income D7/(D1+D6),24,26.42,28.88,21.88,22.33
Local Banks,Private Sector Banks,JS BANK LTD.,10. Admin. expense to non-markup/interest income (D8/D6) (times),2.74,1.95,2.51,3.16,1.89
Local Banks,Private Sector Banks,JS BANK LTD.,11. Earning per share (D10/E1),0.02,1.14,1.29,0.95,2.11
Local Banks,Private Sector Banks,JS BANK LTD.,G. Liquidity ratios,,,,,
Local Banks,Private Sector Banks,JS BANK LTD.,1. Cash & cash equivalent to total assets (C1+C2)/C,5.54,5.92,6.07,4.31,7.57
Local Banks,Private Sector Banks,JS BANK LTD.,2. Investment to total assets (C4/C),30.31,37.9,39.58,49.21,48.77
Local Banks,Private Sector Banks,JS BANK LTD.,3. Advances net of provisions to total assets (C8/C),51.64,47.02,43.5,37.47,34.56
Local Banks,Private Sector Banks,JS BANK LTD.,4. Deposits to total assets (B3/C),78.61,81.38,78.85,75.26,82.5
Local Banks,Private Sector Banks,JS BANK LTD.,5. Total liabilities to total assets (B/C),96.32,96.13,96.23,96.51,93.16
Local Banks,Private Sector Banks,JS BANK LTD.,6. Gross advances to deposits (C5/B3),66.65,58.74,56.62,51.39,43.96
Local Banks,Private Sector Banks,JS BANK LTD.,7. Gross advances to borrowing & deposits C5/(B2+B3),58.09,52.85,49.11,42.45,41.63
Local Banks,Private Sector Banks,JS BANK LTD.,H. Assets quality ratios,,,,,
Local Banks,Private Sector Banks,JS BANK LTD.,1. Non-performing loans to gross advances (C6/C5),4.2,4.61,5.34,6.84,7.57
Local Banks,Private Sector Banks,JS BANK LTD.,2. Provisions against NPLs to gross advances (C7/C5),1.42,1.65,2.56,3.11,4.71
Local Banks,Private Sector Banks,JS BANK LTD.,3. NPLs to total equity (C6/A),62.01,64.26,71.21,119.05,42.19
Local Banks,Private Sector Banks,JS BANK LTD.,4. NPLs write off to NPLs provisions (D4/C7),-2.62,30.44,29.85,14.8,27.91
Local Banks,Private Sector Banks,JS BANK LTD.,5. Provision against NPL to NPLs (C7/C6),33.89,35.82,47.99,45.51,62.16
Local Banks,Private Sector Banks,JS BANK LTD.,I. Capital/leverage ratios,,,,,
Local Banks,Private Sector Banks,JS BANK LTD.,1. Capital ratio (A/C),3.55,3.43,3.35,2.22,6.51
Local Banks,Private Sector Banks,JS BANK LTD.,2. Commitments & contingencies to total equity (E5/A) (times), -   , -   , -   , -   ,
Local Banks,Private Sector Banks,JS BANK LTD.,3. Break up value per share (A/E1),16.5,18.04,19.33,13.54,18.71
Local Banks,Private Sector Banks,JS BANK LTD.,4. Total deposit to total equity (B3/A) (times),22.15,23.72,23.56,33.87,12.68
Local Banks,Private Sector Banks,JS BANK LTD.,J. Cash flow ratio,,,,,
Local Banks,Private Sector Banks,JS BANK LTD.,1. Cash generated from operating activities to profit after tax (E4/D10) (times),"-1,172.47",82.68,46.51,72.5,-2.45
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,A. Total equity (A1 to A3),"55,489,294.00","69,569,892.00","83,568,789.00","94,344,266.00","111,894,755.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,1. Share capital,"11,114,254.00","11,114,254.00","11,114,254.00","11,114,254.00","11,114,254.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,2. Reserves,"16,467,282.00","18,431,277.00","20,656,466.00","24,391,414.00","28,184,872.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,3. Un appropriated profit,"27,907,758.00","40,024,361.00","51,798,069.00","58,838,598.00","72,595,629.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,4. Others,"6,013,816.00","10,286,484.00","6,446,259.00","897,685.00","14,712,038.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,B. Total liabilities (B1 to B4),"1,237,179,001.00","1,442,234,951.00","1,759,637,072.00","2,176,825,785.00","2,614,413,320.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,1. Bills payable,"20,131,529.00","31,013,221.00","29,803,755.00","44,855,837.00","48,083,103.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,2. Borrowings from financial institutions,"228,745,034.00","211,599,405.00","302,212,902.00","418,989,460.00","477,438,034.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,3. Deposits and other accounts,"903,739,926.00","1,099,686,361.00","1,309,823,329.00","1,568,138,055.00","1,934,036,510.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,4. Other/misc. liabilities,"84,562,512.00","99,935,964.00","117,797,086.00","144,842,433.00","154,855,673.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,C. Total assets (C1 to C4 + C8 to C10),"1,298,682,111.00","1,522,091,327.00","1,849,652,120.00","2,272,067,736.00","2,741,020,113.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,1. Cash and balances with treasury banks,"113,838,791.00","105,935,947.00","118,599,741.00","94,163,585.00","141,815,998.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,2. Balances with other banks,"9,523,969.00","19,662,515.00","6,740,008.00","15,067,261.00","6,580,672.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,3. Lending to financial institutions,"1,857,575.00","2,175,301.00","20,063,828.00","15,568,607.00","1,649,716.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,4. Investments,"586,140,504.00","764,943,506.00","826,599,884.00","1,158,520,697.00","1,503,895,348.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,5. Gross advances,"498,260,168.00","522,894,419.00","746,889,622.00","831,344,557.00","896,035,345.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,6. Advances-non-performing/classified,"7,257,916.00","7,381,473.00","7,746,935.00","14,721,285.00","25,187,342.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,7. Provision against advances,"9,590,721.00","12,642,787.00","13,090,311.00","17,809,767.00","26,576,536.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,8. Advances net of provision (C5-C7),"488,669,447.00","510,251,632.00","733,799,311.00","813,534,790.00","869,458,809.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,9. Fixed assets,"36,562,508.00","43,967,993.00","55,692,777.00","62,075,079.00","79,572,554.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,10. Other/misc. assets,"62,089,317.00","75,154,433.00","88,156,571.00","113,137,717.00","138,047,016.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,D. Profit & loss account,,,,,
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,1. Markup/interest earned,"105,601,725.00","125,272,587.00","116,752,195.00","200,920,884.00","373,902,458.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,2. Markup/interest expenses,"64,415,666.00","67,652,611.00","61,273,215.00","123,602,087.00","249,754,849.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,3. Net markup/interest income,"41,186,059.00","57,619,976.00","55,478,980.00","77,318,797.00","124,147,609.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,4. Provisions and write-offs,"3,394,995.00","4,543,429.00","-47,260.00","12,870,736.00","4,200,202.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,5. Net markup/interest income after provisions,"37,791,064.00","53,076,547.00","55,526,240.00","64,448,061.00","119,947,407.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,6. Non-markup/interest income,"9,480,871.00","10,230,857.00","14,027,017.00","21,196,304.00","23,227,257.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,7. Non-markup/interest expenses,"28,260,940.00","34,726,340.00","39,280,469.00","52,760,513.00","72,046,707.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,8. Administrative expenses,"27,719,281.00","33,997,952.00","38,624,115.00","51,787,049.00","70,273,774.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,9. Profit/(loss) before taxation,"19,010,995.00","28,581,064.00","30,272,788.00","32,883,852.00","71,127,957.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,10. Profit/(loss) after taxation,"11,168,736.00","17,811,536.00","18,702,299.00","16,570,229.00","35,319,375.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,E. Other items,,,,,
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,1. No. of ordinary shares (000),"1,111,425.00","1,111,425.00","1,111,425.00","1,111,425.00","1,111,425.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,2. Cash dividend,35,45,70,70,140
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,3. Stock dividend/bonus shares, -   , -   , -   , -   , -   
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,4. Cash generated from operating activities,"217,873,335.00","190,835,323.00","85,081,173.00","334,875,530.00","394,736,270.00"
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,5. Commitments and contingencies,,, -   , -   ,
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,F. Efficiency ratios/profitability ratios,,,,,
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,1. Spread Ratio (D3/D1),39,46,47.52,38.48,33.2
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,2. Net markup/interest margin (D1-D2)/C,3.17,3.79,3,3.4,4.53
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,3. Return on equity (ROE) (D10/A),20.13,25.6,22.38,17.56,31.56
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,4. Return on assets (ROA) (D10/C),0.86,1.17,1.01,0.73,1.29
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,5. Non-markup/interest income to total assets (D6/C),0.73,0.67,0.76,0.93,0.85
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,6. Net markup/interest income (after prov.) to total assets (D5/C),2.91,3.49,3,2.84,4.38
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,7. Markup/interest expense to markup/interest income (D2/D1),61,54,52.48,61.52,66.8
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,8. Admin. expense to profit before tax. (D8/D9) (times),1.46,1.19,1.28,1.57,0.99
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,9. Non-markup/interest expense to total income D7/(D1+D6),24.56,25.63,30.04,23.75,18.14
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,10. Admin. expense to non-markup/interest income (D8/D6) (times),2.92,3.32,2.75,2.44,3.03
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,11. Earning per share (D10/E1),10.05,16.03,16.83,14.91,31.78
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,G. Liquidity ratios,,,,,
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,1. Cash & cash equivalent to total assets (C1+C2)/C,9.5,8.25,6.78,4.81,5.41
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,2. Investment to total assets (C4/C),45.13,50.26,44.69,50.99,54.87
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,3. Advances net of provisions to total assets (C8/C),37.63,33.52,39.67,35.81,31.72
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,4. Deposits to total assets (B3/C),69.59,72.25,70.81,69.02,70.56
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,5. Total liabilities to total assets (B/C),95.26,94.75,95.13,95.81,95.38
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,6. Gross advances to deposits (C5/B3),55.13,47.55,57.02,53.01,46.33
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,7. Gross advances to borrowing & deposits C5/(B2+B3),44,39.88,46.33,41.84,37.16
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,H. Assets quality ratios,,,,,
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,1. Non-performing loans to gross advances (C6/C5),1.46,1.41,1.04,1.77,2.81
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,2. Provisions against NPLs to gross advances (C7/C5),1.92,2.42,1.75,2.14,2.97
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,3. NPLs to total equity (C6/A),13.08,10.61,9.27,15.6,22.51
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,4. NPLs write off to NPLs provisions (D4/C7),35.4,35.94,-0.36,72.27,15.8
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,5. Provision against NPL to NPLs (C7/C6),132.14,171.28,168.97,120.98,105.52
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,I. Capital/leverage ratios,,,,,
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,1. Capital ratio (A/C),4.27,4.57,4.52,4.15,4.08
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,2. Commitments & contingencies to total equity (E5/A) (times), -   , -   , -   , -   ,
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,3. Break up value per share (A/E1),49.93,62.6,75.19,84.89,100.68
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,4. Total deposit to total equity (B3/A) (times),16.29,15.81,15.67,16.62,17.28
Local Banks,Private Sector Banks,BANK AL-HABIB LTD.,J. Cash flow ratio,,,,,
